"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Iowa","Cerro Gordo",2006,365,315,50,0,0,0,0,95,54,28,0,0,0,0,365
"Iowa","Clinton",2006,262,176,83,3,0,0,0,139,71,44,0,0,165,97,0
"Iowa","Delaware",2006,53,53,0,0,0,0,0,45,28,15,0,0,0,0,53
"Iowa","Harrison",2006,214,147,57,10,0,0,0,122,87,44,0,0,214,0,0
"Iowa","Johnson",2006,120,82,37,1,0,0,0,104,67,40,0,0,0,120,0
"Iowa","Lee",2006,116,116,0,0,0,0,0,50,34,20,0,0,0,0,116
"Iowa","Linn",2006,365,303,61,1,0,0,0,112,60,35,94,0,192,78,1
"Iowa","Montgomery",2006,269,220,47,2,0,0,0,119,61,35,0,0,166,88,15
"Iowa","Muscatine",2006,126,77,49,0,0,0,0,94,70,43,0,0,0,111,15
"Iowa","Palo Alto",2006,291,254,36,1,0,0,0,103,54,36,0,0,185,76,30
"Iowa","Polk",2006,365,266,98,1,0,0,0,105,64,41,5,41,125,193,1
"Iowa","Pottawattamie",2006,179,136,43,0,0,0,0,82,61,35,0,0,0,115,64
"Iowa","Scott",2006,365,151,210,4,0,0,0,111,75,53,0,8,61,174,122
"Iowa","Story",2006,184,163,21,0,0,0,0,97,51,39,0,0,184,0,0
"Iowa","Van Buren",2006,323,273,47,3,0,0,0,129,58,32,0,0,178,87,58
"Iowa","Warren",2006,205,174,30,1,0,0,0,101,54,40,0,0,205,0,0
"Iowa","Woodbury",2006,122,83,39,0,0,0,0,88,66,38,0,0,0,110,12
"Iowa","Wright",2006,121,90,31,0,0,0,0,84,63,35,0,0,0,121,0
"Kansas","Brown",2006,118,96,22,0,0,0,0,75,55,29,0,0,0,118,0
"Kansas","Chase",2006,116,102,14,0,0,0,0,74,54,26,0,0,0,116,0
"Kansas","Douglas",2006,248,165,65,18,0,0,0,150,90,44,0,0,248,0,0
"Kansas","Ford",2006,23,21,2,0,0,0,0,66,34,18,0,0,0,0,23
"Kansas","Johnson",2006,353,248,100,5,0,0,0,140,77,41,0,0,302,51,0
"Kansas","Leavenworth",2006,350,272,69,9,0,0,0,143,77,38,0,0,350,0,0
"Kansas","Linn",2006,363,256,95,12,0,0,0,140,77,42,10,4,304,45,0
"Kansas","Montgomery",2006,364,361,3,0,0,0,0,52,36,21,0,0,0,0,364
"Kansas","Neosho",2006,61,61,0,0,0,0,0,44,40,23,0,0,0,0,61
"Kansas","Riley",2006,363,257,87,18,1,0,0,156,84,41,0,0,363,0,0
"Kansas","Sedgwick",2006,365,264,88,13,0,0,0,136,77,42,7,46,248,32,32
"Kansas","Shawnee",2006,159,131,28,0,0,0,0,78,57,33,0,0,47,104,8
"Kansas","Sherman",2006,44,44,0,0,0,0,0,37,27,19,0,0,0,0,44
"Kansas","Sumner",2006,365,261,85,18,1,0,0,151,84,43,0,1,341,23,0
"Kansas","Trego",2006,363,240,104,19,0,0,0,122,90,44,0,0,361,2,0
"Kansas","Wyandotte",2006,365,235,111,17,2,0,0,185,84,42,0,127,153,75,10
"Kentucky","Bell",2006,267,183,83,1,0,0,0,101,71,45,0,0,216,50,1
"Kentucky","Boone",2006,244,193,47,4,0,0,0,105,64,41,0,0,244,0,0
"Kentucky","Boyd",2006,339,213,115,10,1,0,0,154,80,44,0,62,186,90,1
"Kentucky","Bullitt",2006,363,254,104,5,0,0,0,126,75,40,0,79,174,94,16
"Kentucky","Campbell",2006,71,65,6,0,0,0,0,79,46,25,0,37,5,17,12
"Kentucky","Carter",2006,285,212,70,3,0,0,0,120,70,40,0,0,198,87,0
"Kentucky","Christian",2006,282,157,112,13,0,0,0,136,84,48,0,0,205,77,0
"Kentucky","Daviess",2006,359,248,101,9,1,0,0,161,77,39,0,81,195,83,0
"Kentucky","Edmonson",2006,365,264,95,6,0,0,0,112,76,41,0,0,317,48,0
"Kentucky","Fayette",2006,365,248,112,5,0,0,0,119,71,42,0,102,156,107,0
"Kentucky","Franklin",2006,118,68,49,1,0,0,0,105,71,45,0,0,0,118,0
"Kentucky","Greenup",2006,189,120,61,7,1,0,0,169,80,44,0,0,189,0,0
"Kentucky","Hancock",2006,241,149,76,16,0,0,0,150,90,44,0,0,241,0,0
"Kentucky","Hardin",2006,287,171,104,12,0,0,0,136,84,46,0,0,198,87,2
"Kentucky","Henderson",2006,361,243,107,11,0,0,0,126,77,40,0,0,193,84,84
"Kentucky","Jefferson",2006,365,126,220,18,1,0,0,159,90,57,0,10,86,269,0
"Kentucky","Jessamine",2006,245,171,68,6,0,0,0,126,77,44,0,0,245,0,0
"Kentucky","Kenton",2006,322,220,91,11,0,0,0,140,77,43,0,78,155,89,0
"Kentucky","Laurel",2006,12,8,4,0,0,0,0,71,65,38,0,0,0,12,0
"Kentucky","Livingston",2006,243,175,64,4,0,0,0,136,74,43,0,0,243,0,0
"Kentucky","Madison",2006,125,76,49,0,0,0,0,94,70,44,0,0,0,118,7
"Kentucky","Marshall",2006,54,53,1,0,0,0,0,55,25,17,0,0,0,0,54
"Kentucky","McCracken",2006,359,239,112,8,0,0,0,147,74,42,0,86,183,90,0
"Kentucky","Morgan",2006,333,261,63,9,0,0,0,147,64,39,0,0,333,0,0
"Kentucky","Ohio",2006,259,175,84,0,0,0,0,100,73,44,0,0,215,41,3
"Kentucky","Oldham",2006,244,152,72,18,2,0,0,151,100,46,0,0,244,0,0
"Kentucky","Perry",2006,267,165,97,5,0,0,0,115,78,45,0,0,216,51,0
"Kentucky","Pike",2006,286,213,73,0,0,0,0,93,66,40,0,0,179,107,0
"Kentucky","Pulaski",2006,254,206,48,0,0,0,0,87,64,40,0,0,245,0,9
"Kentucky","Simpson",2006,243,176,57,10,0,0,0,147,80,44,0,0,243,0,0
"Kentucky","Trigg",2006,354,243,97,14,0,0,0,133,80,43,0,0,296,58,0
"Kentucky","Warren",2006,356,249,105,2,0,0,0,136,74,40,0,74,189,93,0
"Kentucky","Washington",2006,364,278,79,7,0,0,0,122,77,41,0,0,364,0,0
"Louisiana","Ascension",2006,360,267,67,20,6,0,0,169,87,40,0,34,326,0,0
"Louisiana","Bossier",2006,365,215,124,24,2,0,0,159,90,47,0,0,198,167,0
"Louisiana","Caddo",2006,364,219,117,25,3,0,0,156,93,46,0,0,294,69,1
"Louisiana","Calcasieu",2006,365,194,154,15,2,0,0,177,84,49,0,3,163,199,0
"Louisiana","Concordia",2006,57,36,21,0,0,0,0,84,65,39,0,0,0,57,0
"Louisiana","East Baton Rouge",2006,365,129,195,33,8,0,0,190,101,56,0,15,151,199,0
"Louisiana","Iberville",2006,365,222,108,29,6,0,0,172,100,45,0,10,287,68,0
"Louisiana","Jefferson",2006,365,160,182,22,1,0,0,174,90,53,0,17,173,175,0
"Louisiana","Lafayette",2006,365,267,84,12,2,0,0,169,87,40,0,0,300,65,0
"Louisiana","Lafourche",2006,365,211,138,14,2,0,0,182,87,47,0,0,200,165,0
"Louisiana","Livingston",2006,365,212,129,22,2,0,0,172,87,47,0,0,220,145,0
"Louisiana","Orleans",2006,278,142,135,1,0,0,0,113,72,50,0,0,0,278,0
"Louisiana","Ouachita",2006,361,266,85,10,0,0,0,126,74,40,0,0,293,68,0
"Louisiana","Pointe Coupee",2006,353,279,52,17,5,0,0,195,87,41,0,0,353,0,0
"Louisiana","Rapides",2006,122,82,40,0,0,0,0,89,70,40,0,0,0,122,0
"Louisiana","St. Bernard",2006,203,96,100,7,0,0,0,119,80,52,0,0,75,122,6
"Louisiana","St. Charles",2006,347,274,59,13,1,0,0,159,77,37,0,0,347,0,0
"Louisiana","St. James",2006,350,277,61,11,1,0,0,154,80,37,0,0,350,0,0
"Louisiana","St. John the Baptist",2006,363,292,59,10,2,0,0,164,74,38,0,0,363,0,0
"Louisiana","St. Tammany",2006,56,24,32,0,0,0,0,95,82,52,0,0,0,56,0
"Louisiana","Tangipahoa",2006,120,64,56,0,0,0,0,89,75,49,0,0,0,120,0
"Louisiana","Terrebonne",2006,116,79,36,0,1,0,0,160,70,40,0,0,0,116,0
"Louisiana","West Baton Rouge",2006,365,133,208,20,4,0,0,192,90,55,0,11,106,243,5
"Louisiana","Winn",2006,116,86,30,0,0,0,0,85,57,34,0,0,0,116,0
"Maine","Androscoggin",2006,132,120,10,2,0,0,0,129,48,24,0,0,85,0,47
"Maine","Aroostook",2006,365,327,37,1,0,0,0,106,53,34,0,0,231,113,21
"Maine","Cumberland",2006,365,323,39,3,0,0,0,126,53,33,0,100,235,24,6
"Maine","Hancock",2006,365,315,38,11,1,0,0,166,64,36,0,0,357,8,0
"Maine","Kennebec",2006,212,192,18,2,0,0,0,119,50,33,0,0,181,0,31
"Maine","Knox",2006,182,154,23,5,0,0,0,133,61,38,0,0,182,0,0
"Maine","Oxford",2006,178,174,4,0,0,0,0,74,44,31,0,0,178,0,0
"Maine","Penobscot",2006,365,339,25,1,0,0,0,122,47,32,0,0,343,21,1
"Maine","Sagadahoc",2006,182,159,22,1,0,0,0,108,58,38,0,0,182,0,0
"Maine","Washington",2006,304,284,20,0,0,0,0,90,47,31,0,0,266,38,0
"Maine","York",2006,183,144,31,8,0,0,0,140,77,40,0,0,183,0,0
"Maryland","Anne Arundel",2006,263,127,105,25,6,0,0,200,105,51,0,0,182,81,0
"Maryland","Baltimore",2006,365,158,173,25,8,1,0,205,97,56,0,5,152,208,0
"Maryland","Baltimore (City)",2006,365,146,205,14,0,0,0,150,86,54,0,36,5,321,3
"Maryland","Calvert",2006,214,131,63,17,3,0,0,161,100,46,0,0,214,0,0
"Maryland","Carroll",2006,211,143,53,14,1,0,0,197,93,44,0,0,211,0,0
"Maryland","Cecil",2006,248,151,69,23,5,0,0,190,105,46,0,0,173,75,0
"Maryland","Charles",2006,213,134,58,18,3,0,0,185,100,44,0,0,213,0,0
"Maryland","Dorchester",2006,363,259,77,26,1,0,0,156,93,40,0,0,363,0,0
"Maryland","Frederick",2006,214,146,50,16,2,0,0,156,97,44,0,0,214,0,0
"Maryland","Garrett",2006,362,268,86,8,0,0,0,129,77,40,0,0,322,40,0
"Maryland","Harford",2006,262,149,80,24,9,0,0,195,112,47,0,0,190,72,0
"Maryland","Kent",2006,214,135,56,21,2,0,0,179,105,45,0,0,214,0,0
"Maryland","Montgomery",2006,254,148,84,18,4,0,0,190,100,47,0,0,174,80,0
"Maryland","Prince George's",2006,365,230,95,30,10,0,0,192,101,42,0,40,251,74,0
"Maryland","Washington",2006,257,158,85,14,0,0,0,150,90,46,0,0,180,77,0
"Massachusetts","Barnstable",2006,243,179,47,14,2,1,0,201,87,42,0,2,179,62,0
"Massachusetts","Berkshire",2006,365,228,129,8,0,0,0,140,77,42,0,0,134,231,0
"Massachusetts","Bristol",2006,363,243,105,12,2,1,0,202,77,40,0,0,126,237,0
"Massachusetts","Dukes",2006,232,181,41,6,2,2,0,207,72,39,0,0,160,72,0
"Massachusetts","Essex",2006,365,254,95,15,1,0,0,159,80,41,0,13,211,141,0
"Massachusetts","Hampden",2006,365,222,125,14,3,1,0,215,87,44,0,15,203,147,0
"Massachusetts","Hampshire",2006,365,296,55,10,3,1,0,205,72,37,0,8,307,50,0
"Massachusetts","Middlesex",2006,365,304,52,9,0,0,0,147,61,32,18,0,318,29,0
"Massachusetts","Norfolk",2006,346,268,67,9,2,0,0,154,71,35,0,0,160,186,0
"Massachusetts","Plymouth",2006,120,91,29,0,0,0,0,99,65,33,0,0,0,120,0
"Massachusetts","Suffolk",2006,365,181,163,21,0,0,0,148,88,51,0,56,64,245,0
"Massachusetts","Worcester",2006,365,250,104,9,2,0,0,164,80,40,1,52,157,155,0
"Michigan","Allegan",2006,286,191,78,13,4,0,0,185,84,43,0,0,173,113,0
"Michigan","Bay",2006,74,45,28,1,0,0,0,123,69,33,0,0,0,74,0
"Michigan","Benzie",2006,180,143,27,8,2,0,0,197,80,40,0,0,180,0,0
"Michigan","Berrien",2006,229,160,60,8,1,0,0,151,77,44,0,0,175,54,0
"Michigan","Cass",2006,182,130,45,7,0,0,0,133,74,45,0,0,182,0,0
"Michigan","Chippewa",2006,97,78,17,2,0,0,0,132,59,28,0,0,0,97,0
"Michigan","Clinton",2006,181,146,31,4,0,0,0,126,64,41,0,0,181,0,0
"Michigan","Dickinson",2006,67,53,14,0,0,0,0,77,57,33,0,0,0,67,0
"Michigan","Genesee",2006,243,152,86,5,0,0,0,143,77,44,0,0,164,79,0
"Michigan","Huron",2006,175,144,27,3,1,0,0,164,67,40,0,0,175,0,0
"Michigan","Ingham",2006,232,148,79,5,0,0,0,121,71,45,0,0,148,84,0
"Michigan","Iron",2006,19,18,1,0,0,0,0,57,38,18,0,0,0,19,0
"Michigan","Kalamazoo",2006,241,152,86,3,0,0,0,119,74,46,0,0,159,82,0
"Michigan","Kent",2006,365,248,103,11,3,0,0,197,74,42,1,89,148,127,0
"Michigan","Keweenaw",2006,118,112,6,0,0,0,0,73,38,12,0,0,0,118,0
"Michigan","Leelanau",2006,176,139,30,6,1,0,0,179,67,40,0,0,176,0,0
"Michigan","Lenawee",2006,172,121,47,4,0,0,0,140,77,44,0,0,172,0,0
"Michigan","Macomb",2006,365,283,69,12,1,0,0,164,71,31,138,0,177,50,0
"Michigan","Manistee",2006,187,149,31,5,2,0,0,200,71,33,0,0,143,44,0
"Michigan","Mason",2006,158,128,22,6,2,0,0,197,77,39,0,0,158,0,0
"Michigan","Missaukee",2006,237,190,39,8,0,0,0,150,64,40,0,0,164,73,0
"Michigan","Monroe",2006,120,62,56,2,0,0,0,115,76,50,0,0,0,120,0
"Michigan","Muskegon",2006,223,151,59,8,5,0,0,192,87,43,0,0,175,48,0
"Michigan","Oakland",2006,355,288,61,6,0,0,0,136,62,29,137,0,162,56,0
"Michigan","Ottawa",2006,227,149,66,9,3,0,0,200,83,44,0,0,175,52,0
"Michigan","Schoolcraft",2006,297,264,27,4,2,0,0,185,54,35,0,0,260,37,0
"Michigan","St. Clair",2006,229,166,51,11,1,0,0,161,80,39,0,0,170,59,0
"Michigan","Tuscola",2006,362,321,36,5,0,0,0,147,54,34,0,0,362,0,0
"Michigan","Washtenaw",2006,364,268,86,10,0,0,0,126,74,39,0,0,295,69,0
"Michigan","Wayne",2006,365,156,189,18,2,0,0,190,91,54,1,27,96,230,11
"Michigan","Wexford",2006,356,316,31,7,2,0,0,182,54,35,0,0,356,0,0
"Minnesota","Anoka",2006,365,263,97,5,0,0,0,115,67,41,0,33,185,147,0
"Minnesota","Becker",2006,356,272,84,0,0,0,0,100,60,40,0,0,121,235,0
"Minnesota","Carlton",2006,271,245,26,0,0,0,0,74,50,30,0,0,114,157,0
"Minnesota","Cass",2006,59,53,6,0,0,0,0,76,52,20,0,0,0,59,0
"Minnesota","Cook",2006,233,222,11,0,0,0,0,64,38,11,0,0,0,233,0
"Minnesota","Crow Wing",2006,342,284,55,3,0,0,0,129,61,33,0,0,131,211,0
"Minnesota","Dakota",2006,365,279,85,1,0,0,0,102,60,33,0,99,0,266,0
"Minnesota","Goodhue",2006,154,122,31,1,0,0,0,119,67,44,0,0,154,0,0
"Minnesota","Hennepin",2006,365,217,146,2,0,0,0,125,68,45,1,0,0,363,1
"Minnesota","Lake",2006,360,328,31,1,0,0,0,105,49,26,0,0,165,195,0
"Minnesota","Lyon",2006,358,281,75,2,0,0,0,105,62,38,0,0,123,235,0
"Minnesota","Mille Lacs",2006,232,182,48,2,0,0,0,140,67,38,0,0,157,75,0
"Minnesota","Olmsted",2006,363,260,98,5,0,0,0,124,67,42,0,0,155,208,0
"Minnesota","Ramsey",2006,365,242,122,1,0,0,0,126,65,40,1,0,0,331,33
"Minnesota","Rock",2006,111,101,10,0,0,0,0,79,49,24,0,0,0,111,0
"Minnesota","Saint Louis",2006,365,246,119,0,0,0,0,97,63,44,0,0,171,191,3
"Minnesota","Scott",2006,241,192,48,1,0,0,0,101,61,43,0,0,171,70,0
"Minnesota","Stearns",2006,365,304,61,0,0,0,0,87,56,34,24,0,142,199,0
"Minnesota","Washington",2006,212,172,38,2,0,0,0,133,61,40,0,0,181,0,31
"Minnesota","Winona",2006,114,101,13,0,0,0,0,79,51,25,0,0,0,114,0
"Minnesota","Wright",2006,361,253,104,4,0,0,0,119,67,42,0,0,129,232,0
"Mississippi","Adams",2006,282,178,93,11,0,0,0,136,84,45,0,0,219,63,0
"Mississippi","Bolivar",2006,365,197,146,22,0,0,0,133,87,48,0,0,134,231,0
"Mississippi","DeSoto",2006,278,163,89,22,4,0,0,179,97,47,0,0,205,73,0
"Mississippi","Forrest",2006,118,53,65,0,0,0,0,96,73,52,0,0,0,118,0
"Mississippi","Grenada",2006,10,7,3,0,0,0,0,57,57,35,0,0,0,10,0
"Mississippi","Hancock",2006,41,12,29,0,0,0,0,93,73,56,0,0,0,41,0
"Mississippi","Harrison",2006,365,166,174,22,3,0,0,169,91,53,0,0,97,268,0
"Mississippi","Hinds",2006,365,183,170,12,0,0,0,150,77,50,0,0,130,235,0
"Mississippi","Jackson",2006,359,165,172,19,3,0,0,159,90,52,0,1,98,260,0
"Mississippi","Jones",2006,120,51,69,0,0,0,0,98,77,53,0,0,0,120,0
"Mississippi","Lauderdale",2006,324,176,135,13,0,0,0,143,84,49,0,0,191,133,0
"Mississippi","Lee",2006,365,174,180,11,0,0,0,140,84,51,0,0,105,260,0
"Mississippi","Lowndes",2006,118,64,53,1,0,0,0,104,71,48,0,0,0,118,0
"Mississippi","Yalobusha",2006,361,287,70,4,0,0,0,122,74,41,0,0,361,0,0
"Missouri","Boone",2006,60,40,20,0,0,0,0,73,61,42,0,0,0,60,0
"Missouri","Buchanan",2006,163,90,73,0,0,0,0,83,66,45,0,0,0,150,13
"Missouri","Cass",2006,263,157,96,10,0,0,0,150,84,46,0,0,204,59,0
"Missouri","Cedar",2006,361,188,164,9,0,0,0,126,76,49,0,0,156,205,0
"Missouri","Clay",2006,363,191,139,23,9,1,0,201,97,49,0,14,180,169,0
"Missouri","Clinton",2006,214,139,52,20,3,0,0,159,101,45,0,0,214,0,0
"Missouri","Cooper",2006,28,16,12,0,0,0,0,73,62,49,0,0,0,28,0
"Missouri","Greene",2006,365,253,102,9,1,0,0,151,72,42,8,111,183,63,0
"Missouri","Jackson",2006,364,183,181,0,0,0,0,86,67,50,1,72,0,291,0
"Missouri","Jasper",2006,351,304,45,2,0,0,0,120,54,23,0,0,0,0,351
"Missouri","Jefferson",2006,363,161,185,16,1,0,0,159,84,53,0,0,102,261,0
"Missouri","Lincoln",2006,213,131,63,17,2,0,0,161,100,47,0,0,213,0,0
"Missouri","Monroe",2006,251,164,81,6,0,0,0,150,77,45,0,0,208,34,9
"Missouri","Perry",2006,214,134,68,12,0,0,0,150,93,46,0,0,214,0,0
"Missouri","Saint Charles",2006,365,247,87,20,11,0,0,179,97,41,0,105,198,62,0
"Missouri","Saint Louis",2006,365,179,158,23,5,0,0,182,93,51,0,48,146,171,0
"Missouri","Sainte Genevieve",2006,363,206,146,9,2,0,0,164,80,46,0,15,144,204,0
"Missouri","St. Louis City",2006,365,51,277,33,4,0,0,183,101,72,0,63,42,147,113
"Missouri","Stoddard",2006,122,90,32,0,0,0,0,81,61,38,0,0,0,122,0
"Missouri","Taney",2006,118,100,18,0,0,0,0,77,55,31,0,0,0,118,0
"Montana","Big Horn",2006,61,45,15,0,1,0,0,151,62,34,0,0,0,0,61
"Montana","Cascade",2006,365,357,8,0,0,0,0,77,27,9,253,0,0,112,0
"Montana","Fergus",2006,121,120,1,0,0,0,0,67,28,10,0,0,0,121,0
"Montana","Flathead",2006,365,300,64,1,0,0,0,105,58,38,16,0,210,57,82
"Montana","Gallatin",2006,365,317,45,2,1,0,0,188,55,18,33,0,0,331,1
"Montana","Glacier",2006,61,60,1,0,0,0,0,66,31,14,0,0,0,0,61
"Montana","Lake",2006,349,331,18,0,0,0,0,80,44,19,0,0,0,23,326
"Montana","Lewis and Clark",2006,357,314,42,1,0,0,0,102,51,22,0,0,0,70,287
"Montana","Lincoln",2006,363,191,158,13,1,0,0,158,85,49,0,0,0,334,29
"Montana","Missoula",2006,359,306,48,3,2,0,0,160,57,25,38,0,0,124,197
"Montana","Powell",2006,116,113,3,0,0,0,0,76,30,9,0,0,0,116,0
"Montana","Ravalli",2006,354,258,87,8,1,0,0,152,69,35,0,0,0,354,0
"Montana","Roosevelt",2006,115,112,3,0,0,0,0,75,30,13,0,0,0,115,0
"Montana","Rosebud",2006,308,296,12,0,0,0,0,97,38,19,0,4,0,47,257
"Montana","Sanders",2006,122,106,16,0,0,0,0,80,53,26,0,0,0,99,23
"Montana","Sheridan",2006,118,116,2,0,0,0,0,79,28,13,0,0,0,118,0
"Montana","Silver Bow",2006,365,317,42,6,0,0,0,145,55,22,79,0,0,98,188
"Montana","Sweet Grass",2006,76,75,1,0,0,0,0,64,17,7,0,0,0,0,76
"Montana","Yellowstone",2006,365,296,69,0,0,0,0,89,56,40,7,10,297,50,1
"Nebraska","Cass",2006,364,302,62,0,0,0,0,93,57,28,0,0,0,0,364
"Nebraska","Dawson",2006,62,50,12,0,0,0,0,94,54,31,0,0,0,0,62
"Nebraska","Douglas",2006,365,181,175,9,0,0,0,122,79,51,0,0,62,288,15
"Nebraska","Garden",2006,119,118,1,0,0,0,0,56,29,15,0,0,0,119,0
"Nebraska","Hall",2006,119,106,13,0,0,0,0,68,52,26,0,0,0,119,0
"Nebraska","Knox",2006,160,133,25,0,0,2,0,202,54,32,0,0,160,0,0
"Nebraska","Lancaster",2006,365,343,22,0,0,0,0,87,45,27,107,0,186,72,0
"Nebraska","Sarpy",2006,105,82,23,0,0,0,0,85,61,35,0,0,0,105,0
"Nebraska","Scotts Bluff",2006,109,102,7,0,0,0,0,83,39,21,0,0,0,109,0
"Nebraska","Thomas",2006,110,109,1,0,0,0,0,55,33,14,0,0,0,110,0
"Nebraska","Thurston",2006,105,91,14,0,0,0,0,85,56,26,0,0,0,105,0
"Nebraska","Washington",2006,120,93,26,1,0,0,0,106,59,31,0,0,0,120,0
"Nevada","Carson City",2006,361,291,67,3,0,0,0,115,67,37,154,0,207,0,0
"Nevada","Churchill",2006,214,170,43,1,0,0,0,112,64,44,0,0,214,0,0
"Nevada","Clark",2006,365,89,213,57,6,0,0,182,115,65,1,37,214,95,18
"Nevada","Douglas",2006,49,49,0,0,0,0,0,35,25,14,49,0,0,0,0
"Nevada","Elko",2006,333,314,19,0,0,0,0,90,45,21,0,0,0,18,315
"Nevada","Nye",2006,365,314,48,1,1,0,1,455,53,31,0,0,0,0,365
"Nevada","Washoe",2006,365,214,136,15,0,0,0,122,87,47,0,65,263,21,16
"Nevada","White Pine",2006,355,243,107,5,0,0,0,122,67,45,0,0,349,6,0
"New Hampshire","Belknap",2006,208,179,27,2,0,0,0,112,54,35,0,0,165,43,0
"New Hampshire","Cheshire",2006,214,175,37,2,0,0,0,115,64,39,0,0,170,44,0
"New Hampshire","Coos",2006,245,180,62,3,0,0,0,129,64,40,0,0,168,77,0
"New Hampshire","Grafton",2006,362,320,40,2,0,0,0,122,53,33,0,0,332,30,0
"New Hampshire","Hillsborough",2006,365,291,61,12,1,0,0,151,61,32,18,117,170,60,0
"New Hampshire","Merrimack",2006,238,192,43,3,0,0,0,112,62,38,0,0,154,84,0
"New Hampshire","Rockingham",2006,363,307,46,10,0,0,0,126,61,32,0,133,168,62,0
"New Hampshire","Sullivan",2006,212,182,30,0,0,0,0,100,54,36,0,0,173,39,0
"New Jersey","Atlantic",2006,359,264,83,10,2,0,0,172,74,38,0,0,281,78,0
"New Jersey","Bergen",2006,365,156,179,25,5,0,0,172,94,56,1,34,78,250,2
"New Jersey","Burlington",2006,365,365,0,0,0,0,0,20,13,7,365,0,0,0,0
"New Jersey","Camden",2006,365,177,148,33,5,2,0,210,105,52,3,28,182,148,4
"New Jersey","Cumberland",2006,354,196,140,16,2,0,0,177,84,47,0,0,169,185,0
"New Jersey","Essex",2006,348,266,77,5,0,0,0,127,64,39,0,290,0,58,0
"New Jersey","Gloucester",2006,334,263,50,18,3,0,0,164,80,36,0,0,316,18,0
"New Jersey","Hudson",2006,364,194,153,12,5,0,0,169,81,48,1,97,74,192,0
"New Jersey","Hunterdon",2006,353,247,84,18,4,0,0,169,87,40,0,0,282,71,0
"New Jersey","Mercer",2006,365,254,81,24,6,0,0,195,93,41,0,59,252,53,1
"New Jersey","Middlesex",2006,364,227,114,18,4,1,0,201,87,43,3,44,180,137,0
"New Jersey","Monmouth",2006,365,304,48,8,5,0,0,192,64,31,141,0,224,0,0
"New Jersey","Morris",2006,364,253,85,19,7,0,0,187,89,40,7,50,253,54,0
"New Jersey","Ocean",2006,262,170,69,14,9,0,0,185,97,44,0,0,201,61,0
"New Jersey","Passaic",2006,246,177,59,10,0,0,0,150,77,40,0,0,169,77,0
"New Jersey","Union",2006,365,149,194,21,1,0,0,151,91,55,0,86,0,279,0
"New Jersey","Warren",2006,117,78,37,2,0,0,0,111,74,37,0,0,0,117,0
"New Mexico","Bernalillo",2006,365,134,209,19,1,2,0,212,90,55,0,33,185,23,124
"New Mexico","Catron",2006,110,108,2,0,0,0,0,94,22,10,0,0,0,110,0
"New Mexico","Chaves",2006,126,122,4,0,0,0,0,64,41,24,0,0,0,112,14
"New Mexico","Dona Ana",2006,365,124,202,27,7,3,2,396,101,58,0,7,185,28,145
"New Mexico","Eddy",2006,365,263,79,23,0,0,0,143,87,44,0,1,355,9,0
"New Mexico","Grant",2006,358,303,53,2,0,0,0,112,58,42,0,0,343,11,4
"New Mexico","Lea",2006,361,264,90,7,0,0,0,129,80,42,0,38,292,28,3
"New Mexico","Lincoln",2006,102,101,1,0,0,0,0,59,25,13,0,0,0,102,0
"New Mexico","Los Alamos",2006,116,116,0,0,0,0,0,33,20,10,0,0,0,116,0
"New Mexico","Luna",2006,199,196,3,0,0,0,0,65,44,35,0,5,154,0,40
"New Mexico","Rio Arriba",2006,111,111,0,0,0,0,0,47,18,8,0,0,0,111,0
"New Mexico","San Juan",2006,365,199,145,20,1,0,0,154,90,49,0,80,276,9,0
"New Mexico","Sandoval",2006,365,127,221,17,0,0,0,140,90,57,0,8,206,15,136
"New Mexico","Santa Fe",2006,365,364,1,0,0,0,0,59,26,15,33,0,0,324,8
"New Mexico","Socorro",2006,114,113,1,0,0,0,0,58,24,13,0,0,0,114,0
"New Mexico","Taos",2006,352,326,26,0,0,0,0,68,49,22,0,0,0,197,155
"New Mexico","Valencia",2006,118,118,0,0,0,0,0,50,23,13,0,0,0,118,0
"New York","Albany",2006,365,315,48,2,0,0,0,133,58,32,5,0,317,43,0
"New York","Bronx",2006,365,189,162,10,4,0,0,185,84,50,0,136,51,178,0
"New York","Chautauqua",2006,365,281,62,21,1,0,0,151,84,39,0,0,329,36,0
"New York","Chemung",2006,359,330,28,1,0,0,0,115,49,31,0,0,359,0,0
"New York","Dutchess",2006,351,333,17,1,0,0,0,108,43,28,0,0,351,0,0
"New York","Erie",2006,365,253,97,13,2,0,0,151,77,40,0,110,189,66,0
"New York","Essex",2006,365,291,65,9,0,0,0,136,64,42,0,0,342,23,0
"New York","Franklin",2006,345,327,15,3,0,0,0,133,44,20,0,0,183,0,162
"New York","Hamilton",2006,346,316,28,2,0,0,0,133,50,35,0,0,346,0,0
"New York","Herkimer",2006,356,336,18,2,0,0,0,115,47,33,0,0,356,0,0
"New York","Jefferson",2006,229,199,25,5,0,0,0,122,58,33,0,0,229,0,0
"New York","Kings",2006,365,317,45,3,0,0,0,113,58,14,245,0,0,120,0
"New York","Madison",2006,349,316,32,1,0,0,0,133,50,35,0,0,349,0,0
"New York","Monroe",2006,365,303,57,5,0,0,0,143,61,32,13,0,280,72,0
